Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Filename,Variant ID,Internal ID,Unique Entry ID,Purchasable,Achieved,Timestamp
effects rack,Orange,,Pop logo,Sticker area,False,False,True,3,6800,1700,Yellow,Red,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,concert,facility,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrEffectorrack_Remake_2_6,2_6,950,QSeivumun6WPZPSTA,True,False,2020-08-13
effects rack,Orange,,Cute logo,Sticker area,False,False,True,3,6800,1700,Yellow,Pink,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,concert,facility,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrEffectorrack_Remake_2_7,2_7,950,ZqhQoPLBunKqZPbJ5,True,False,2020-08-13
effects rack,Blue,,None,Sticker area,False,False,True,3,6800,1700,Blue,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,concert,facility,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrEffectorrack_Remake_3_0,3_0,950,F3LxMkHLeorZiwtbN,True,False,2020-08-13
effects rack,Blue,,Familiar logo,Sticker area,False,False,True,3,6800,1700,Blue,White,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,concert,facility,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrEffectorrack_Remake_3_1,3_1,950,PSvMyakqMkcuvyjdo,True,False,2020-08-13
effects rack,Blue,,Chic logo,Sticker area,False,False,True,3,6800,1700,Blue,White,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,concert,facility,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrEffectorrack_Remake_3_2,3_2,950,arNJ4hFF7YQ8oxuKw,True,False,2020-08-13
effects rack,Blue,,Rock logo,Sticker area,False,False,True,3,6800,1700,Blue,Purple,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,concert,facility,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrEffectorrack_Remake_3_3,3_3,950,jM4ARnEqpPMPDQcY2,True,False,2020-08-13
effects rack,Blue,,Emblem logo,Sticker area,False,False,True,3,6800,1700,Blue,Green,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,concert,facility,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrEffectorrack_Remake_3_4,3_4,950,DN8gofBsF2ufGshib,True,False,2020-08-13
effects rack,Blue,,Handwritten logo,Sticker area,False,False,True,3,6800,1700,Blue,Light blue,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,concert,facility,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrEffectorrack_Remake_3_5,3_5,950,LpCGc6CkxJjQjtqey,True,False,2020-08-13
effects rack,Blue,,Pop logo,Sticker area,False,False,True,3,6800,1700,Blue,Red,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,concert,facility,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrEffectorrack_Remake_3_6,3_6,950,c9uhh92ESGomjYLse,True,False,2020-08-13
effects rack,Blue,,Cute logo,Sticker area,False,False,True,3,6800,1700,Blue,Pink,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,concert,facility,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrEffectorrack_Remake_3_7,3_7,950,bf7zShqvaAHkBgMyc,True,False,2020-08-13
effects rack,Red,,None,Sticker area,False,False,True,3,6800,1700,Red,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,concert,facility,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrEffectorrack_Remake_4_0,4_0,950,X4MmM2ZfH8SaQDgJs,True,False,2020-08-13
effects rack,Red,,Familiar logo,Sticker area,False,False,True,3,6800,1700,Red,White,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,concert,facility,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrEffectorrack_Remake_4_1,4_1,950,xkkkawpohhJS8W2hW,True,False,2020-08-13
effects rack,Red,,Chic logo,Sticker area,False,False,True,3,6800,1700,Red,White,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,concert,facility,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrEffectorrack_Remake_4_2,4_2,950,pLmtKXJQhpyf6wpMf,True,False,2020-08-13
effects rack,Red,,Rock logo,Sticker area,False,False,True,3,6800,1700,Red,Purple,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,concert,facility,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrEffectorrack_Remake_4_3,4_3,950,mQz4GwHdWrGi4spro,True,False,2020-08-13
effects rack,Red,,Emblem logo,Sticker area,False,False,True,3,6800,1700,Red,Green,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,concert,facility,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrEffectorrack_Remake_4_4,4_4,950,ALDCWmeEdackGmACs,True,False,2020-08-13
effects rack,Red,,Handwritten logo,Sticker area,False,False,True,3,6800,1700,Red,Light blue,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,concert,facility,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrEffectorrack_Remake_4_5,4_5,950,Panq2r8DmHHJ2WKu7,True,False,2020-08-13
effects rack,Red,,Pop logo,Sticker area,False,False,True,3,6800,1700,Red,Red,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,concert,facility,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrEffectorrack_Remake_4_6,4_6,950,LvEZkWY6EckwBKgSr,True,False,2020-08-13
effects rack,Red,,Cute logo,Sticker area,False,False,True,3,6800,1700,Red,Pink,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,concert,facility,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrEffectorrack_Remake_4_7,4_7,950,JcFYCa2pLrNcNq5ys,True,False,2020-08-13
effects rack,Pink,,None,Sticker area,False,False,True,3,6800,1700,Pink,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,concert,facility,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrEffectorrack_Remake_5_0,5_0,950,66emL7FKNP6KZyByb,True,False,2020-08-13
effects rack,Pink,,Familiar logo,Sticker area,False,False,True,3,6800,1700,Pink,White,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,concert,facility,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrEffectorrack_Remake_5_1,5_1,950,5q2Tjq3n8hvK6LbTX,True,False,2020-08-13
effects rack,Pink,,Chic logo,Sticker area,False,False,True,3,6800,1700,Pink,White,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,concert,facility,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrEffectorrack_Remake_5_2,5_2,950,kBCgZy56vmJfz8RZr,True,False,2020-08-13
effects rack,Pink,,Rock logo,Sticker area,False,False,True,3,6800,1700,Pink,Purple,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,concert,facility,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrEffectorrack_Remake_5_3,5_3,950,jEqKHBSkNKfy253JX,True,False,2020-08-13
effects rack,Pink,,Emblem logo,Sticker area,False,False,True,3,6800,1700,Pink,Green,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,concert,facility,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrEffectorrack_Remake_5_4,5_4,950,D8xuxRJFZpGpC7Hg8,True,False,2020-08-13
effects rack,Pink,,Handwritten logo,Sticker area,False,False,True,3,6800,1700,Pink,Light blue,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,concert,facility,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrEffectorrack_Remake_5_5,5_5,950,P7PcrXzfhbhqbLtWN,True,False,2020-08-13
effects rack,Pink,,Pop logo,Sticker area,False,False,True,3,6800,1700,Pink,Red,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,concert,facility,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrEffectorrack_Remake_5_6,5_6,950,WstT5HJ6iFFXRihXX,True,False,2020-08-13
effects rack,Pink,,Cute logo,Sticker area,False,False,True,3,6800,1700,Pink,Pink,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the unique furniture slot,1.0.0,concert,facility,None,None,False,Musical Instrument,False,Does not play music,No lighting,FtrEffectorrack_Remake_5_7,5_7,950,4oihyYu8CAN5piuQf,True,False,2020-08-13
elaborate kimono stand,Cranes,,,,False,False,False,,220000,55000,Red,Black,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrKimonostandRich_Remake_0_0,0_0,7865,kCt2iGYCw9b47RBLF,True,False,2020-08-13
elaborate kimono stand,Tree peonies,,,,False,False,False,,220000,55000,Light blue,White,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrKimonostandRich_Remake_1_0,1_0,7865,dnMdQFrFZZaNtd2oo,True,False,2020-08-13
elaborate kimono stand,Wisteria,,,,False,False,False,,220000,55000,Purple,Black,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrKimonostandRich_Remake_2_0,2_0,7865,fQA3bpkY5cMkpRp94,True,False,2020-08-13
elaborate kimono stand,Balls,,,,False,False,False,,220000,55000,Pink,White,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrKimonostandRich_Remake_3_0,3_0,7865,bd8weQRcvoSwuveCa,True,False,2020-08-13
elaborate kimono stand,Hawk,,,,False,False,False,,220000,55000,Green,Black,2x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,zen-style,expensive,None,None,False,Japanese Style,False,Does not play music,No lighting,FtrKimonostandRich_Remake_4_0,4_0,7865,WtGpNRZdtJ8kFaEKD,True,False,2020-08-13
electric bass,Chic white,,,,False,False,False,,82000,20500,White,Brown,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricbass_Remake_0_0,0_0,1804,M3cogMgvrJC3cN47y,True,False,2020-08-13
electric bass,Natural wood,,,,False,False,False,,82000,20500,Beige,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricbass_Remake_1_0,1_0,1804,gvvYSMBKwXq3vNnAK,True,False,2020-08-13
electric bass,Sunburst,,,,False,False,False,,82000,20500,Orange,Brown,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricbass_Remake_2_0,2_0,1804,2yBQSnPamWZ8GnXhy,True,False,2020-08-13
electric bass,Cosmo black,,,,False,False,False,,82000,20500,Black,White,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricbass_Remake_3_0,3_0,1804,394fiPKj4rdxejQsi,True,False,2020-08-13
electric bass,Deep ocean,,,,False,False,False,,82000,20500,Blue,Light blue,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricbass_Remake_4_0,4_0,1804,aSE7mg2wix33Y95wK,True,False,2020-08-13
electric bass,Ash green,,,,False,False,False,,82000,20500,Green,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricbass_Remake_5_0,5_0,1804,YC9GHd9cNa2g8gEeF,True,False,2020-08-13
electric bass,Shocking pink,,,,False,False,False,,82000,20500,Pink,Pink,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricbass_Remake_6_0,6_0,1804,AZ2FdFkbCXSawZxnd,True,False,2020-08-13
electric bass,Space silver,,,,False,False,False,,82000,20500,Gray,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricbass_Remake_7_0,7_0,1804,2ErLhu83kTGFscyf4,True,False,2020-08-13
electric guitar,Dark red,,None,Sticker area,False,False,True,7,71000,17750,Red,Red,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_0_0,0_0,1645,D7g8hNw5SvARKebQb,True,False,2020-08-13
electric guitar,Dark red,,Familiar logo,Sticker area,False,False,True,7,71000,17750,Red,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_0_1,0_1,1645,sNa7CwWLoSxMs4PeJ,True,False,2020-08-13
electric guitar,Dark red,,Chic logo,Sticker area,False,False,True,7,71000,17750,Red,White,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_0_2,0_2,1645,YC4aW2h7oKzYgu86w,True,False,2020-08-13
electric guitar,Dark red,,Rock logo,Sticker area,False,False,True,7,71000,17750,Red,Purple,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_0_3,0_3,1645,yffi7v9tcqfSQ48kv,True,False,2020-08-13
electric guitar,Dark red,,Emblem logo,Sticker area,False,False,True,7,71000,17750,Red,Green,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_0_4,0_4,1645,TttbJda3a677FcLYx,True,False,2020-08-13
electric guitar,Dark red,,Handwritten logo,Sticker area,False,False,True,7,71000,17750,Red,Light blue,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_0_5,0_5,1645,p4FJ82K4858NwGma5,True,False,2020-08-13
electric guitar,Dark red,,Pop logo,Sticker area,False,False,True,7,71000,17750,Red,Colorful,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_0_6,0_6,1645,wKpaWQiD6t2m6bbvj,True,False,2020-08-13
electric guitar,Dark red,,Cute logo,Sticker area,False,False,True,7,71000,17750,Red,Pink,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_0_7,0_7,1645,FjS3EozJMFrMdnemc,True,False,2020-08-13
electric guitar,Natural wood,,None,Sticker area,False,False,True,7,71000,17750,Beige,Beige,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_1_0,1_0,1645,5fTXwhFvDydrv8v4u,True,False,2020-08-13
electric guitar,Natural wood,,Familiar logo,Sticker area,False,False,True,7,71000,17750,Beige,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_1_1,1_1,1645,mmkWAbpccxJFfRpdH,True,False,2020-08-13
electric guitar,Natural wood,,Chic logo,Sticker area,False,False,True,7,71000,17750,Beige,White,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_1_2,1_2,1645,hxxhggQG98vXf9ZWo,True,False,2020-08-13
electric guitar,Natural wood,,Rock logo,Sticker area,False,False,True,7,71000,17750,Beige,Purple,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_1_3,1_3,1645,6zCXaa48twCumDT7X,True,False,2020-08-13
electric guitar,Natural wood,,Emblem logo,Sticker area,False,False,True,7,71000,17750,Beige,Green,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_1_4,1_4,1645,vzDYg3rpHk3YkDpth,True,False,2020-08-13
electric guitar,Natural wood,,Handwritten logo,Sticker area,False,False,True,7,71000,17750,Beige,Light blue,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_1_5,1_5,1645,hKtkMoXHSh7jeTZ32,True,False,2020-08-13
electric guitar,Natural wood,,Pop logo,Sticker area,False,False,True,7,71000,17750,Beige,Colorful,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_1_6,1_6,1645,sjMYYrxuYCdHmuiuM,True,False,2020-08-13
electric guitar,Natural wood,,Cute logo,Sticker area,False,False,True,7,71000,17750,Beige,Pink,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_1_7,1_7,1645,SRK6K84BLuMNGFZbw,True,False,2020-08-13
electric guitar,Cherry,,None,Sticker area,False,False,True,7,71000,17750,Red,Orange,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_2_0,2_0,1645,P5NaSTAKu8kF6SCLT,True,False,2020-08-13
electric guitar,Cherry,,Familiar logo,Sticker area,False,False,True,7,71000,17750,Red,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_2_1,2_1,1645,QLzPyKSKmNtkdfyDx,True,False,2020-08-13
electric guitar,Cherry,,Chic logo,Sticker area,False,False,True,7,71000,17750,Red,White,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_2_2,2_2,1645,ttNS2LXM9mRmceqyz,True,False,2020-08-13
electric guitar,Cherry,,Rock logo,Sticker area,False,False,True,7,71000,17750,Red,Purple,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_2_3,2_3,1645,A3QA5CCZshbXzMR93,True,False,2020-08-13
electric guitar,Cherry,,Emblem logo,Sticker area,False,False,True,7,71000,17750,Red,Green,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_2_4,2_4,1645,5QJHByKWvdLJHyZDq,True,False,2020-08-13
electric guitar,Cherry,,Handwritten logo,Sticker area,False,False,True,7,71000,17750,Red,Light blue,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_2_5,2_5,1645,Gb3Lt9tPsg8dpXjY7,True,False,2020-08-13
electric guitar,Cherry,,Pop logo,Sticker area,False,False,True,7,71000,17750,Red,Colorful,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_2_6,2_6,1645,FGuBwkAbegb2Bu5rS,True,False,2020-08-13
electric guitar,Cherry,,Cute logo,Sticker area,False,False,True,7,71000,17750,Red,Pink,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_2_7,2_7,1645,L6csvQxNJc623sW6y,True,False,2020-08-13
electric guitar,Sunburst,,None,Sticker area,False,False,True,7,71000,17750,Brown,Orange,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_3_0,3_0,1645,jzdzQqmqtDYXfZee3,True,False,2020-08-13
electric guitar,Sunburst,,Familiar logo,Sticker area,False,False,True,7,71000,17750,Brown,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_3_1,3_1,1645,dADXnpoC2kgsgDeEP,True,False,2020-08-13
electric guitar,Sunburst,,Chic logo,Sticker area,False,False,True,7,71000,17750,Brown,White,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_3_2,3_2,1645,5AQpmXqGKaZCaeEbJ,True,False,2020-08-13
electric guitar,Sunburst,,Rock logo,Sticker area,False,False,True,7,71000,17750,Brown,Purple,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_3_3,3_3,1645,SpQiKSkHL9MpSDt3G,True,False,2020-08-13
electric guitar,Sunburst,,Emblem logo,Sticker area,False,False,True,7,71000,17750,Brown,Green,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_3_4,3_4,1645,RzWobjj2NsCp5oe89,True,False,2020-08-13
electric guitar,Sunburst,,Handwritten logo,Sticker area,False,False,True,7,71000,17750,Brown,Light blue,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_3_5,3_5,1645,wo2tZPeACHMDydgSH,True,False,2020-08-13
electric guitar,Sunburst,,Pop logo,Sticker area,False,False,True,7,71000,17750,Brown,Colorful,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_3_6,3_6,1645,gPcMT9WptvKjRiu2C,True,False,2020-08-13
electric guitar,Sunburst,,Cute logo,Sticker area,False,False,True,7,71000,17750,Brown,Pink,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_3_7,3_7,1645,HeAdaaEWBxzRvYPc2,True,False,2020-08-13
electric guitar,Marine emerald,,None,Sticker area,False,False,True,7,71000,17750,Light blue,Light blue,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_4_0,4_0,1645,utwBur5sSSpYJPavd,True,False,2020-08-13
electric guitar,Marine emerald,,Familiar logo,Sticker area,False,False,True,7,71000,17750,Light blue,Black,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_4_1,4_1,1645,pzncLBfd29Ca2zo3M,True,False,2020-08-13
electric guitar,Marine emerald,,Chic logo,Sticker area,False,False,True,7,71000,17750,Light blue,White,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_4_2,4_2,1645,AwHjisNnQxRauHZTG,True,False,2020-08-13
electric guitar,Marine emerald,,Rock logo,Sticker area,False,False,True,7,71000,17750,Light blue,Purple,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_4_3,4_3,1645,8dJrNZecAt2fMjxX8,True,False,2020-08-13
electric guitar,Marine emerald,,Emblem logo,Sticker area,False,False,True,7,71000,17750,Light blue,Green,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_4_4,4_4,1645,NozqZNCeMMdE4hi2n,True,False,2020-08-13
electric guitar,Marine emerald,,Handwritten logo,Sticker area,False,False,True,7,71000,17750,Light blue,Light blue,1x1,,Nook's Cranny,Available in Nook's Cranny (upgraded only); in the third unique furniture slot,1.0.0,concert,None,None,None,True,Musical Instrument,False,Does not play music,No lighting,FtrElectricguitar2_Remake_4_5,4_5,1645,QZPqMLbjQnxde2hRn,True,False,2020-08-13
